split,duplicate_group,group_size,document_id,source_row,class_index,category,title,description
train,6,2,AGN-TRAIN-005019,5019,1,world,Japan Court Ex-Chess Champ Fischer Can Be Deported,"TOKYO (Reuters) - A Tokyo court on Friday rejected a request by former world chess champion Bobby Fischer to have Japanese authorities halt procedures to deport him, Kyodo news agency reported."
train,6,2,AGN-TRAIN-005057,5057,1,world,Japan Court Ex-Chess Champ Fischer Can Be Deported,"TOKYO (Reuters) - A Tokyo court on Friday rejected a request by former world chess champion Bobby Fischer to have Japanese authorities halt procedures to deport him, Kyodo news agency reported."
train,7,2,AGN-TRAIN-005068,5068,1,world,Japan Court: Bobby Fischer Can Be Deported,"TOKYO (Reuters) - A Tokyo court on Friday rejected a request by former world chess champion Bobby Fischer to have the Japanese authorities halt procedures to deport him, his lawyer said."
train,7,2,AGN-TRAIN-005109,5109,1,world,Japan Court: Bobby Fischer Can Be Deported,"TOKYO (Reuters) - A Tokyo court on Friday rejected a request by former world chess champion Bobby Fischer to have the Japanese authorities halt procedures to deport him, his lawyer said."
train,8,2,AGN-TRAIN-043824,43824,1,world,Official: MLB to Move Expos to Washington,"WASHINGTON - Richard Nixon was president and man was still making trips to the moon the last time the word ""Washington"" appeared in the major league baseball standings. On Opening Day, April 4, 2005, look for the nation's capital to return..."
train,8,2,AGN-TRAIN-043896,43896,1,world,Official: MLB to Move Expos to Washington,"WASHINGTON - Richard Nixon was president and man was still making trips to the moon the last time the word ""Washington"" appeared in the major league baseball standings. On Opening Day, April 4, 2005, look for the nation's capital to return..."
train,9,2,AGN-TRAIN-004988,4988,1,world,Peres demands early Israeli elections,"Israel #39;s opposition leader, Shimon Peres, today called for early elections that would effectively rule his party out of joining a coalition to prop up the prime minister, Ariel Sharon."
train,9,2,AGN-TRAIN-006405,6405,1,world,Peres demands early Israeli elections,"Israel #39;s opposition leader, Shimon Peres, today called for early elections that would effectively rule his party out of joining a coalition to prop up the prime minister, Ariel Sharon."
train,10,2,AGN-TRAIN-000534,534,1,world,"Phelps, Thorpe Advance in 200 Freestyle","ATHENS, Greece - Michael Phelps took care of qualifying for the Olympic 200-meter freestyle semifinals Sunday, and then found out he had been added to the American team for the evening's 400 freestyle relay final. Phelps' rivals Ian Thorpe and Pieter van den Hoogenband and teammate Klete Keller were faster than the teenager in the 200 free preliminaries..."
train,10,2,AGN-TRAIN-000538,538,1,world,"Phelps, Thorpe Advance in 200 Freestyle","ATHENS, Greece - Michael Phelps took care of qualifying for the Olympic 200-meter freestyle semifinals Sunday, and then found out he had been added to the American team for the evening's 400 freestyle relay final. Phelps' rivals Ian Thorpe and Pieter van den Hoogenband and teammate Klete Keller were faster than the teenager in the 200 free preliminaries..."
train,11,2,AGN-TRAIN-023171,23171,1,world,Ritter Family Files Wrongful Death Suit,"LOS ANGELES - The family of John Ritter has sued a Burbank hospital, accusing it of negligence in the death of the 54-year-old actor. Ritter's wife Amy Yasbeck and his four children, including actor Jason Ritter, filed the wrongful death suit in Los Angeles County Superior Court on Sept..."
train,11,2,AGN-TRAIN-023301,23301,1,world,Ritter Family Files Wrongful Death Suit,"LOS ANGELES - The family of John Ritter has sued a Burbank hospital, accusing it of negligence in the death of the 54-year-old actor. Ritter's wife Amy Yasbeck and his four children, including actor Jason Ritter, filed the wrongful death suit in Los Angeles County Superior Court on Sept..."
train,12,2,AGN-TRAIN-001553,1553,1,world,"Sharon Allows 1,000 More Settler Homes in West Bank","JERUSALEM (Reuters) - Prime Minister Ariel Sharon approved tenders to build 1,000 more Israeli settler homes in the occupied West Bank, plans that were shelved earlier to avoid discord with Washington, political sources said Tuesday."
train,12,2,AGN-TRAIN-001569,1569,1,world,"Sharon Allows 1,000 More Settler Homes in West Bank","JERUSALEM (Reuters) - Prime Minister Ariel Sharon approved tenders to build 1,000 more Israeli settler homes in the occupied West Bank, plans that were shelved earlier to avoid discord with Washington, political sources said Tuesday."
train,13,2,AGN-TRAIN-014750,14750,1,world,Sharon to Present Gaza Timetable to Mutinous Party,JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon intends to present a timetable for withdrawal from Gaza to lawmakers from his Likud party Tuesday despite a mutiny in the right-wing bloc over the plan.
train,13,2,AGN-TRAIN-014805,14805,1,world,Sharon to Present Gaza Timetable to Mutinous Party,JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon intends to present a timetable for withdrawal from Gaza to lawmakers from his Likud Party Tuesday despite a mutiny in the right-wing bloc over the plan.
train,14,2,AGN-TRAIN-086838,86838,1,world,Thousands in Kashmir protest alleged rape,Police in Kashmir fired tear gas and used batons Wednesday to disperse thousands of people protesting the alleged rape of a woman and her daughter by soldiers.
train,14,2,AGN-TRAIN-087770,87770,1,world,Thousands in Kashmir Protest Alleged Rape,Police in Kashmir fired tear gas and used batons Wednesday to disperse thousands of people protesting the alleged rape of a woman and her daughter by soldiers.
train,15,2,AGN-TRAIN-076740,76740,2,sports,Agassi advances,Andre Agassi advanced to the quarter-finals of the Stockholm Open with a comfortable 6-3 6-4 victory over 1997 champion Jonas Bjorkman of Sweden.
train,15,2,AGN-TRAIN-076999,76999,2,sports,AGASSI ADVANCES,Andre Agassi advanced to the quarter-finals of the Stockholm Open with a comfortable 6-3 6-4 victory over 1997 champion Jonas Bjorkman of Sweden.
train,16,2,AGN-TRAIN-003513,3513,2,sports,AL Wrap: Santana Solid on Mound as Twins Beat Yankees,"NEW YORK (Reuters) - Johan Santana pitched seven strong innings to win his fifth straight start and Shannon Stewart homered, had three hits and two RBI to lead the Minnesota Twins to a 7-2 home win over the New York Yankees."
train,16,2,AGN-TRAIN-003551,3551,2,sports,AL Wrap: Santana Solid on Mound as Twins Beat Yankees,"NEW YORK (Reuters) - Johan Santana pitched seven strong innings to win his fifth straight start and Shannon Stewart homered, had three hits and two RBI to lead the Minnesota Twins to a 7-2 home win over the New York Yankees."
train,17,2,AGN-TRAIN-012987,12987,2,sports,Birgit Fischer wins second medal in kayak,"Birgit Fischer settled for silver, leaving the 42-year-old Olympian with two medals in two days against decidedly younger competition."
train,17,2,AGN-TRAIN-013108,13108,2,sports,Birgit Fischer Wins Second Medal in Kayak,"Birgit Fischer settled for silver, leaving the 42-year-old Olympian with two medals in two days against decidedly younger competition."
train,18,2,AGN-TRAIN-047828,47828,2,sports,Brock Berlin Guides Miami (Fla.) Past Georgia Tech,ATLANTA (Sports Network) - Brock Berlin threw a career-high three touchdown passes to lead No. 4 Miami-Florida to an easy 27-3 win over Georgia Tech in ACC action at Bobby Dodd Stadium.
train,18,2,AGN-TRAIN-047842,47842,2,sports,Brock Berlin Guides Miami (Fla.) Past Georgia Tech,ATLANTA (Sports Network) - Brock Berlin threw a career-high three touchdown passes to lead No. 4 Miami-Florida to an easy 27-3 win over Georgia Tech in ACC action at Bobby Dodd Stadium.
train,19,2,AGN-TRAIN-104794,104794,2,sports,"College Basketball: Kansas, Oklahoma State Win","LAWRENCE, Kan. (Sports Network) - Wayne Simien scored 14 points with 10 rebounds to lead No. 2 Kansas over Nevada, 85-52, at Allen Fieldhouse."
train,19,2,AGN-TRAIN-104812,104812,2,sports,"College Basketball: Kansas, Oklahoma State Win","LAWRENCE, Kan. (Sports Network) - Wayne Simien scored 14 points with 10 rebounds to lead No. 2 Kansas over Nevada, 85-52, at Allen Fieldhouse."
train,20,2,AGN-TRAIN-003941,3941,2,sports,Doping Casts Shadow Over Olympics -- Again,"ATHENS (Reuters) - Five weightlifters were banned from the Olympics after failing drugs tests, officials said on Thursday, as doping scandals continued to dominate the first week of the Games."
train,20,2,AGN-TRAIN-003957,3957,2,sports,Doping Casts Shadow Over Olympics -- Again,"ATHENS (Reuters) - Five weightlifters were banned from the Olympics after failing drugs tests, officials said on Thursday, as doping scandals continued to dominate the first week of the Games."
train,21,2,AGN-TRAIN-050639,50639,2,sports,Earnhardt Bounced from Top Spot in NASCAR Standings,"DAYTONA BEACH, Florida (Sports Network) - NASCAR driver Dale Earnhardt Jr. has been fined \$10,000 for cursing during a TV interview following his win at Talladega Superspeedway."
train,21,2,AGN-TRAIN-050730,50730,2,sports,Earnhardt Bounced from Top Spot in NASCAR Standings,"DAYTONA BEACH, Florida (Sports Network) - NASCAR driver Dale Earnhardt Jr. has been fined \$10,000 for cursing during a TV interview following his win at Talladega Superspeedway."
train,22,2,AGN-TRAIN-051364,51364,2,sports,Earnhardt Fined for Checkered Language,"Dale Earnhardt Jr. cursed on a nationally televised Nascar broadcast on Sunday, and it cost him the lead in a close race for the Nextel Cup drivers championship."
train,22,2,AGN-TRAIN-051599,51599,2,sports,Earnhardt fined for checkered language,"Dale Earnhardt Jr. cursed on a nationally televised NASCAR broadcast on Sunday, and it cost him the lead in a close race for the Nextel Cup drivers championship."
train,23,2,AGN-TRAIN-083427,83427,2,sports,Fifth-Ranked Wisconsin Beats Minnesota,"MADISON, Wisconsin (Sports Network) - John Stocco ran for two touchdowns and threw for another score to lead fifth-ranked Wisconsin to a 38-14 win over Minnesota in the Big Ten Conference at Camp Randall Stadium."
train,23,2,AGN-TRAIN-083434,83434,2,sports,Fifth-Ranked Wisconsin Beats Minnesota,"MADISON, Wisconsin (Sports Network) - John Stocco ran for two touchdowns and threw for another score to lead fifth-ranked Wisconsin to a 38-14 win over Minnesota in the Big Ten Conference at Camp Randall Stadium."
train,24,2,AGN-TRAIN-072205,72205,2,sports,Fish beats Hernych at St. Petersburg,"Olympic silver medalist Mardy Fish beat Jan Hernych of the Czech Republic 6-2, 6-4 Monday to reach the second round of the St. Petersburg Open."
train,24,2,AGN-TRAIN-073022,73022,2,sports,Fish Beats Hernych at St. Petersburg,"Olympic silver medalist Mardy Fish beat Jan Hernych of the Czech Republic 6-2, 6-4 Monday to reach the second round of the St. Petersburg Open."
train,25,2,AGN-TRAIN-053877,53877,2,sports,Furcal shows no leniency for Astros,"Rafael Furcal could be in jail. Instead, he was at Turner Field on Thursday sparking an Atlanta Braves team desperate to avoid another October meltdown."
train,25,2,AGN-TRAIN-053904,53904,2,sports,Furcal Shows No Leniency for Astros,"Rafael Furcal could be in jail. Instead, he was at Turner Field on Thursday sparking an Atlanta Braves team desperate to avoid another October meltdown."
train,26,2,AGN-TRAIN-004943,4943,2,sports,Judge Maintains Peirsol Broke Rules,ATHENS (Reuters) - The swimming judge who disqualified gold medal winner Aaron Peirsol at the Athens Olympics is standing by his claim that the American backstroker broke the rules.
train,26,2,AGN-TRAIN-004955,4955,2,sports,Judge Maintains Peirsol Broke Rules,ATHENS (Reuters) - The swimming judge who disqualified gold medal winner Aaron Peirsol at the Athens Olympics is standing by his claim that the American backstroker broke the rules.
train,27,2,AGN-TRAIN-001593,1593,2,sports,Medical Examiner Finds No Injuries on Thanou-Source,"ATHENS (Reuters) - A medical examiner has found that Greek sprinter Katerina Thanou, who was in hospital with fellow athlete Costas Kenteris, had no injuries, a judicial source said on Tuesday."
train,27,2,AGN-TRAIN-001618,1618,2,sports,Medical Examiner Finds No Injuries on Thanou-Source,"ATHENS (Reuters) - A medical examiner has found that Greek sprinter Katerina Thanou, who was in hospital with fellow athlete Costas Kenteris, had no injuries, a judicial source said on Tuesday."
train,28,2,AGN-TRAIN-065293,65293,2,sports,Mourinho Confident over Strike Duo,Jose Mourinho believes he has enough firepower in Eidur Gudjohnsen and Mateja Kezman to see off the challenge of CSKA Moscow in the Champions League at Stamford Bridge.
train,28,2,AGN-TRAIN-065383,65383,2,sports,MOURINHO CONFIDENT OVER STRIKE DUO,Jose Mourinho believes he has enough firepower in Eidur Gudjohnsen and Mateja Kezman to see off the challenge of CSKA Moscow in the Champions League at Stamford Bridge.
train,29,2,AGN-TRAIN-085324,85324,2,sports,NBA Wrap: Mavericks Come Back to Beat Golden State,DALLAS (Sports Network) - Dirk Nowitzki scored 25 points and grabbed 10 rebounds as the Dallas Mavericks overcame an early 17-point deficit for a 101-98 overtime victory against Golden State at American Airlines Center.
train,29,2,AGN-TRAIN-085356,85356,2,sports,NBA Wrap: Mavericks Come Back to Beat Golden State,DALLAS (Sports Network) - Dirk Nowitzki scored 25 points and grabbed 10 rebounds as the Dallas Mavericks overcame an early 17-point deficit for a 101-98 overtime victory against Golden State at American Airlines Center.
train,30,2,AGN-TRAIN-004391,4391,2,sports,"NL Wrap: Maddux, Sosa Help Cubs Beat Brewers",NEW YORK (Reuters) - Greg Maddux overcame a shaky start to post his 301st career win while Sammy Sosa hit his 566th career home run as the Chicago Cubs beat the Milwaukee Brewers 9-6 in Milwaukee Thursday.
train,30,2,AGN-TRAIN-004406,4406,2,sports,"NL Wrap: Maddux, Sosa Help Cubs Beat Brewers",NEW YORK (Reuters) - Greg Maddux overcame a shaky start to post his 301st career win while Sammy Sosa hit his 566th career home run as the Chicago Cubs beat the Milwaukee Brewers 9-6 in Milwaukee Thursday.
train,31,2,AGN-TRAIN-002257,2257,2,sports,NL Wrap: Walker Grand Slam Helps Cards Beat Reds Again,NEW YORK (Reuters) - Larry Walker hit a grand slam home run to key a six-run eighth inning as the Cardinals stayed hot with a 7-2 win over the Cincinnati Reds in St Louis on Tuesday.
train,31,2,AGN-TRAIN-002271,2271,2,sports,NL Wrap: Walker Grand Slam Helps Cards Beat Reds Again,NEW YORK (Reuters) - Larry Walker hit a grand slam home run to key a six-run eighth inning as the Cardinals stayed hot with a 7-2 win over the Cincinnati Reds in St Louis on Tuesday.
train,32,2,AGN-TRAIN-024682,24682,2,sports,Notre Dame Upsets No. 8 Michigan,"SOUTH BEND, Indiana (Sports Network) - True freshman Darius Walker ran for 115 yards and a pair of fourth-quarter touchdowns, leading Notre Dame to a 28-20 victory over eighth-ranked Michigan at Notre Dame Stadium."
train,32,2,AGN-TRAIN-024716,24716,2,sports,Notre Dame Upsets No. 8 Michigan,"SOUTH BEND, Indiana (Sports Network) - True freshman Darius Walker ran for 115 yards and a pair of fourth-quarter touchdowns, leading Notre Dame to a 28-20 victory over eighth-ranked Michigan at Notre Dame Stadium."
train,33,2,AGN-TRAIN-069880,69880,2,sports,Ohio State Routs Indiana,"COLUMBUS, Ohio (Sports Network) - Troy Smith threw for 161 yards and two touchdowns, leading the Ohio State Buckeyes to a commanding 30-7 victory over the Indiana Hoosiers in Big Ten action from Ohio Stadium."
train,33,2,AGN-TRAIN-069906,69906,2,sports,Ohio State Routs Indiana,"COLUMBUS, Ohio (Sports Network) - Troy Smith threw for 161 yards and two touchdowns, leading the Ohio State Buckeyes to a commanding 30-7 victory over the Indiana Hoosiers in Big Ten action from Ohio Stadium."
train,34,2,AGN-TRAIN-032101,32101,2,sports,"Pouring It On, Yanks Cool Off Sox","With the offense rumbling and Jon Lieber in command, the Yankees walloped Boston at misty, wind-whipped Yankee Stadium."
train,34,2,AGN-TRAIN-032213,32213,2,sports,"Pouring It on, Yanks Cool Off Sox","With the offense rumbling and Jon Lieber in command, the Yankees walloped Boston at misty, wind-whipped Yankee Stadium."
train,35,2,AGN-TRAIN-031344,31344,2,sports,Rangers Reliever Francisco Suspended for Season,NEW YORK (Sports Network) - Texas Rangers relief pitcher Frank Francisco was suspended for the rest of the 2004 season Friday by Major League Baseball after tossing a chair into the stands and hitting two fans in the head earlier this week.
train,35,2,AGN-TRAIN-031358,31358,2,sports,Rangers Reliever Francisco Suspended for Season,NEW YORK (Sports Network) - Texas Rangers relief pitcher Frank Francisco was suspended for the rest of the 2004 season Friday by Major League Baseball after tossing a chair into the stands and hitting two fans in the head earlier this week.
train,36,2,AGN-TRAIN-062806,62806,2,sports,Relentless Els Seals Record Sixth Match Play Title,"VIRGINIA WATER, England (Reuters) - Ernie Els beat Lee Westwood 2 1 in a gripping final at Wentworth Sunday to win a record sixth World Match Play Championship and claim the biggest first prize in golf."
train,36,2,AGN-TRAIN-062903,62903,2,sports,Relentless Els Seals Record Sixth Match Play Title,"VIRGINIA WATER, England (Reuters) - Ernie Els beat Lee Westwood 2 1 in a gripping final at Wentworth Sunday to win a record sixth World Match Play Championship and claim the biggest first Prize in golf."
train,37,2,AGN-TRAIN-090655,90655,2,sports,Top-Ranked USC Beats UCLA to Finished Season Undefeated,"LOS ANGELES (Sports Network) - Reggie Bush ran for 204 yards and a pair of long touchdowns as No. 1 Southern California edged UCLA, 29-24, in a regular season-ending Pac-10 showdown between cross-town rivals at the Rose Bowl."
train,37,2,AGN-TRAIN-091123,91123,2,sports,Top-Ranked USC Beats UCLA to Finished Season Undefeated,"LOS ANGELES (Sports Network) - Reggie Bush ran for 204 yards and a pair of long touchdowns as No. 1 Southern California edged UCLA, 29-24, in a regular season-ending Pac-10 showdown between cross-town rivals at the Rose Bowl."
train,38,2,AGN-TRAIN-107417,107417,3,business,3 Former KMart Execs Charged with Fraud,WASHINGTON (Reuters) - Three former Kmart executives and representatives of several major vendors were charged on Thursday with fraudulently accounting for \$24 million of profit before the retailer filed for bankruptcy in 2002.
train,38,2,AGN-TRAIN-107523,107523,3,business,3 Former Kmart Execs Charged with Fraud,WASHINGTON (Reuters) - Three former Kmart executives and representatives of several major vendors were charged on Thursday with fraudulently accounting for \$24 million of profit before the retailer filed for bankruptcy in 2002.
train,39,2,AGN-TRAIN-005485,5485,3,business,Airways pilots extend talks,"Pilots for US Airways are continuing to negotiate this weekend over the Arlington airline #39;s demand for a 16.5 percent pay cut, despite a warning from management that negotiations should have concluded yesterday."
train,39,2,AGN-TRAIN-005909,5909,3,business,Airways pilots extend talks,"Pilots for US Airways are continuing to negotiate this weekend over the Arlington airline #39;s demand for a 16.5 percent pay cut, despite a warning from management that negotiations should have concluded yesterday."
train,40,2,AGN-TRAIN-037993,37993,3,business,Bank of America bases unit in Hub,Bank of America Corp. confirmed yesterday it will locate its wealth management division in Boston and said it will move about 100 high-level jobs here.
train,40,2,AGN-TRAIN-038059,38059,3,business,Bank of America bases unit in Hub,Bank of America Corp. confirmed yesterday it will locate its wealth management division in Boston and said it will move about 100 high-level jobs here.
train,41,2,AGN-TRAIN-037314,37314,3,business,"Blue Chips Drop, Oil Reaches \$49 a Barrel",NEW YORK (Reuters) - U.S. blue-chip stocks fell on Thursday and crude oil prices touched \$49 a barrel as traders saw a possible oil loan from U.S. government reserves as too small to make up for supply disruptions caused by Hurricane Ivan.
train,41,2,AGN-TRAIN-037375,37375,3,business,"Blue Chips Drop, Oil Reaches \$49 a Barrel",NEW YORK (Reuters) - U.S. blue-chip stocks fell on Thursday and crude oil prices touched \$49 a barrel as traders saw a possible oil loan from U.S. government reserves as too small to make up for supply disruptions caused by Hurricane Ivan.
train,42,2,AGN-TRAIN-108781,108781,3,business,Boeing Changes Management in Key Division,"Boeing Co. changed management of its commercial aircraft division yesterday, replacing the head of the sales team after losing several competitions to its European rival Airbus SAS."
train,42,2,AGN-TRAIN-109018,109018,3,business,Boeing Changes Management in Key Division,"Boeing Co. changed management of its commercial aircraft division yesterday, replacing the head of the sales team after losing several competitions to its European rival Airbus SAS."
train,43,2,AGN-TRAIN-005135,5135,3,business,Dollar Up Vs. Most Except Yen,"NEW YORK (Reuters) - The dollar rose against almost every one of its main counterparts except the yen on Friday, as technically focused investors shifted positions and considered the implications of spiking oil prices."
train,43,2,AGN-TRAIN-005161,5161,3,business,Dollar Up Vs. Most Except Yen,"NEW YORK (Reuters) - The dollar rose against almost every one of its main counterparts except the yen on Friday, as technically focused investors shifted positions and considered the implications of spiking oil prices."
train,44,2,AGN-TRAIN-094479,94479,3,business,"Dulles, BWI Consider Security Shift",Officials at Dulles International and Baltimore-Washington International airports said they are considering the replacement of federal airport screeners at security checkpoints with workers employed by private contractors.
train,44,2,AGN-TRAIN-094518,94518,3,business,"Dulles, BWI Consider Security Shift",Officials at Dulles International and Baltimore-Washington International airports said they are considering the replacement of federal airport screeners at security checkpoints with workers employed by private contractors.
train,45,2,AGN-TRAIN-005288,5288,3,business,Fact and Comment (Forbes.com),"Forbes.com - The news from Iran is grim. This islamic dictatorship--the biggest source of terrorist training and financing in the world and the nation that's doing all it can to stir up trouble in already combustible Iraq--is clearly on the cusp of becoming a nuclear power. The clerical fascists running the country have dropped just about all pretense of their atomic programs being energy-related only. Tehran announced in July that it had resumed making the centrifuges needed to produce highly enriched uranium, a key ingredient for nuclear bombs. ..."
train,45,2,AGN-TRAIN-009267,9267,3,business,Fact and Comment (Forbes.com),"Forbes.com - The news from Iran is grim. This Islamic dictatorship--the biggest source of terrorist training and financing in the world and the nation that's doing all it can to stir up trouble in already combustible Iraq--is clearly on the cusp of becoming a nuclear power. The clerical fascists running the country have dropped just about all pretense of their atomic programs being energy-related only. Tehran announced in July that it had resumed making the centrifuges needed to produce highly enriched uranium, a key ingredient for nuclear bombs. ..."
train,46,2,AGN-TRAIN-002112,2112,3,business,"Fall Season Looks Solid for Retailers, But Holidays Could Be Another Story","Against a background of lackluster retail sales in June and July, analysts and merchants still predict a decent, possibly strong, fall selling season for clothes, accessories and home furnishings."
train,46,2,AGN-TRAIN-002219,2219,3,business,"Fall Season Looks Solid for Retailers, but Holidays Could Be Another Story","Against a background of lackluster retail sales in June and July, analysts and merchants still predict a decent, possibly strong, fall selling season for clothes, accessories and home furnishings."
train,47,2,AGN-TRAIN-052589,52589,3,business,"Finally, a Boeing-Airbus Showdown",The European jetmaker has long skirted subsidy rules. Now Washington #39;s WTO complaint will drag that abuse into the light of day.
train,47,2,AGN-TRAIN-053306,53306,3,business,"Finally, A Boeing-Airbus Showdown",The European Jetmaker Has Long Skirted Subsidy Rules. Now Washington #39;s WTO Complaint Will Drag That Abuse Into The Light Of Day.
train,48,2,AGN-TRAIN-093192,93192,3,business,GM to Close Van Factory In Baltimore,"General Motors Corp. said yesterday that it will shut its 70-year-old van factory in southeast Baltimore next year, confirming a closure that some 1,100 workers have long expected but that state officials had hoped to stave off."
train,48,2,AGN-TRAIN-093256,93256,3,business,GM to Close Van Factory In Baltimore,"General Motors Corp. said yesterday that it will shut its 70-year-old van factory in southeast Baltimore next year, confirming a closure that some 1,100 workers have long expected but that state officials had hoped to stave off."
train,49,2,AGN-TRAIN-004545,4545,3,business,Google Up in Market Debut After Bumpy IPO,"NEW YORK/SEATTLE (Reuters) - Google Inc. shares jumped 18 percent in their long-awaited stock market debut on Thursday, after a scaled-down \$1.67 billion IPO marked by missteps and lackluster market conditions."
train,49,2,AGN-TRAIN-004551,4551,3,business,Google Up in Market Debut After Bumpy IPO,"NEW YORK/SEATTLE (Reuters) - Google Inc. shares jumped 18 percent in their long-awaited stock market debut on Thursday, after a scaled-down \$1.67 billion IPO marked by missteps and lackluster market conditions."
train,50,2,AGN-TRAIN-001398,1398,3,business,Housing Starts Rebound Sharply in July,"WASHINGTON (Reuters) - Housing starts rebounded sharply in July, making up almost all the ground lost in a June slump by posting their largest monthly percentage gain since September 2002, a report from the Commerce Department on Tuesday showed."
train,50,2,AGN-TRAIN-001496,1496,3,business,Housing Starts Rebound Sharply in July,"WASHINGTON (Reuters) - Housing starts rebounded sharply in July, making up almost all the ground lost in a June slump by posting their largest monthly percentage gain since September 2002, a report from the Commerce Department on Tuesday showed."
train,51,2,AGN-TRAIN-008481,8481,3,business,Iraq output rises; oil futures fall,"Oil futures fell yesterday after Iraq, the sixth-largest supplier to the United States, boosted shipments to tankers to normal rates for the first time in two weeks."
train,51,2,AGN-TRAIN-008554,8554,3,business,Iraq output rises; oil futures fall,"Oil futures fell yesterday after Iraq, the sixth-largest supplier to the United States, boosted shipments to tankers to normal rates for the first time in two weeks."
train,52,2,AGN-TRAIN-044842,44842,3,business,Justice Dept. Opens Fannie Criminal Probe,"NEW YORK (Reuters) - The Justice Department has opened an investigation of possible accounting fraud at Fannie Mae, the Wall Street Journal reported on Thursday, after a federal regulator said the mortgage giant may have manipulated its earnings targets."
train,52,2,AGN-TRAIN-044948,44948,3,business,Justice Dept. Opens Fannie Criminal Probe,"NEW YORK (Reuters) - The Justice Department has opened an investigation of possible accounting fraud at Fannie Mae, The Wall Street Journal reported on Thursday, after a federal regulator said the mortgage giant may have manipulated its earnings targets."
train,53,2,AGN-TRAIN-063612,63612,3,business,"Kmart Appoints Lewis New CEO, President","The retailing company Kmart Holding Corp. has appointed Aylwin Lewis, formerly an executive at the restaurant operator Yum Brands Inc."
train,53,2,AGN-TRAIN-063737,63737,3,business,"Kmart appoints Lewis new CEO, president","The retailing company Kmart Holding Corp. has appointed Aylwin Lewis, formerly an executive at the restaurant operator Yum Brands Inc."
train,54,2,AGN-TRAIN-119205,119205,3,business,Lilly warns doctors on Strattera use,The drug maker Eli Lilly amp; Co. said Friday it is warning doctors to stop using its attention deficit disorder drug Strattera in patients with jaundice or laboratory evidence of liver injury.
train,54,2,AGN-TRAIN-119221,119221,3,business,Lilly Warns Doctors on Strattera Use,The drug maker Eli Lilly amp; Co. said Friday it is warning doctors to stop using its attention deficit disorder drug Strattera in patients with jaundice or laboratory evidence of liver injury.
