stage,duplicate_type,document_id,class_index,category,title,description,duplicate_key
sebelum_cleaning,label_conflict,AGN-TRAIN-075045,3,business,Google buys digital mapping company,"Google Inc. has bought digital map maker Keyhole Corp., extending the search engine leader #39;s bid to fend off rivals with a toolbox that can catalog almost anything in the world.","google buys digital mapping company || google inc. has bought digital map maker keyhole corp., extending the search engine leader #39;s bid to fend off rivals with a toolbox that can catalog almost anything in the world."
sebelum_cleaning,label_conflict,AGN-TRAIN-078319,4,sci_tech,Google Buys Digital Mapping Company,"Google Inc. has bought digital map maker Keyhole Corp., extending the search engine leader #39;s bid to fend off rivals with a toolbox that can catalog almost anything in the world.","google buys digital mapping company || google inc. has bought digital map maker keyhole corp., extending the search engine leader #39;s bid to fend off rivals with a toolbox that can catalog almost anything in the world."
sebelum_cleaning,label_conflict,AGN-TRAIN-000675,3,business,Government Spending Up Sharply Locally,"Federal procurement spending in the Washington area rose last year at its highest rate since the 1980s, according to a study to be released today, creating tens of thousands of jobs and increasing economic growth disproportionately in Northern Virginia.","government spending up sharply locally || federal procurement spending in the washington area rose last year at its highest rate since the 1980s, according to a study to be released today, creating tens of thousands of jobs and increasing economic growth disproportionately in northern virginia."
sebelum_cleaning,label_conflict,AGN-TRAIN-000791,4,sci_tech,Government Spending Up Sharply Locally,"Federal procurement spending in the Washington area rose last year at its highest rate since the 1980s, according to a study to be released today, creating tens of thousands of jobs and increasing economic growth disproportionately in Northern Virginia.","government spending up sharply locally || federal procurement spending in the washington area rose last year at its highest rate since the 1980s, according to a study to be released today, creating tens of thousands of jobs and increasing economic growth disproportionately in northern virginia."
sebelum_cleaning,label_conflict,AGN-TRAIN-031071,1,world,Iraq Airways heads past borders,Iraqi Airways is reportedly planning to restart international flights after a 14-year break on Saturday.,iraq airways heads past borders || iraqi airways is reportedly planning to restart international flights after a 14-year break on saturday.
sebelum_cleaning,label_conflict,AGN-TRAIN-030990,3,business,Iraq Airways heads past borders,Iraqi Airways is reportedly planning to restart international flights after a 14-year break on Saturday.,iraq airways heads past borders || iraqi airways is reportedly planning to restart international flights after a 14-year break on saturday.
sebelum_cleaning,label_conflict,AGN-TRAIN-021316,1,world,Johnson Said to Be in Talks for Heart Device Maker,"Johnson Johnson is in advanced negotiations to acquire Guidant, one of the nation's largest makers of devices to treat heart illnesses, for more than \$24 billion.","johnson said to be in talks for heart device maker || johnson johnson is in advanced negotiations to acquire guidant, one of the nation's largest makers of devices to treat heart illnesses, for more than \$24 billion."
sebelum_cleaning,label_conflict,AGN-TRAIN-022571,3,business,Johnson Said To Be in Talks for Heart Device Maker,"Johnson Johnson is in advanced negotiations to acquire Guidant, one of the nation's largest makers of devices to treat heart illnesses, for more than \$24 billion.","johnson said to be in talks for heart device maker || johnson johnson is in advanced negotiations to acquire guidant, one of the nation's largest makers of devices to treat heart illnesses, for more than \$24 billion."
sebelum_cleaning,label_conflict,AGN-TRAIN-004438,3,business,Judges rule file-sharing software legal,update A federal appeals court has upheld a controversial court decision that said file-sharing software programs such as Grokster or Morpheus are legal.,judges rule file-sharing software legal || update a federal appeals court has upheld a controversial court decision that said file-sharing software programs such as grokster or morpheus are legal.
sebelum_cleaning,label_conflict,AGN-TRAIN-006400,4,sci_tech,Judges rule file-sharing software legal,update A federal appeals court has upheld a controversial court decision that said file-sharing software programs such as Grokster or Morpheus are legal.,judges rule file-sharing software legal || update a federal appeals court has upheld a controversial court decision that said file-sharing software programs such as grokster or morpheus are legal.
sebelum_cleaning,label_conflict,AGN-TRAIN-085306,1,world,Justice Dept. and S.E.C. Investigating Merck Drug,"Federal prosecutors and the S.E.C. are investigating Merck in connection with its recalled pain reliever, Vioxx.","justice dept. and s.e.c. investigating merck drug || federal prosecutors and the s.e.c. are investigating merck in connection with its recalled pain reliever, vioxx."
sebelum_cleaning,label_conflict,AGN-TRAIN-085228,3,business,Justice Dept. And S.E.C. Investigating Merck Drug,"Federal prosecutors and the S.E.C. are investigating Merck in connection with its recalled pain reliever, Vioxx.","justice dept. and s.e.c. investigating merck drug || federal prosecutors and the s.e.c. are investigating merck in connection with its recalled pain reliever, vioxx."
sebelum_cleaning,label_conflict,AGN-TRAIN-005095,3,business,Movie Studios Lose In Case Against File-Sharing Apps,The decision is likely to force the industry to take the more costly and less-popular route of going directly after file-swappers.,movie studios lose in case against file-sharing apps || the decision is likely to force the industry to take the more costly and less-popular route of going directly after file-swappers.
sebelum_cleaning,label_conflict,AGN-TRAIN-005643,4,sci_tech,Movie Studios Lose In Case Against File-Sharing Apps,The decision is likely to force the industry to take the more costly and less-popular route of going directly after file-swappers.,movie studios lose in case against file-sharing apps || the decision is likely to force the industry to take the more costly and less-popular route of going directly after file-swappers.
sebelum_cleaning,label_conflict,AGN-TRAIN-044612,3,business,New Company Starts Up a Challenge to Google,Google executives have long conceded that one of their great fears is to be overtaken by a more advanced Internet search technology.,new company starts up a challenge to google || google executives have long conceded that one of their great fears is to be overtaken by a more advanced internet search technology.
sebelum_cleaning,label_conflict,AGN-TRAIN-048024,4,sci_tech,New company starts up a challenge to Google,Google executives have long conceded that one of their great fears is to be overtaken by a more advanced Internet search technology.,new company starts up a challenge to google || google executives have long conceded that one of their great fears is to be overtaken by a more advanced internet search technology.
sebelum_cleaning,label_conflict,AGN-TRAIN-057971,1,world,Oil Firms Say Iraqi Purchases Were Legal,Two large American oil companies that received profitable vouchers to buy Iraqi oil under the United Nations' oil-for-food program said yesterday that the purchases complied with U.S. law.,oil firms say iraqi purchases were legal || two large american oil companies that received profitable vouchers to buy iraqi oil under the united nations' oil-for-food program said yesterday that the purchases complied with u.s. law.
sebelum_cleaning,label_conflict,AGN-TRAIN-057729,3,business,Oil Firms Say Iraqi Purchases Were Legal,Two large American oil companies that received profitable vouchers to buy Iraqi oil under the United Nations' oil-for-food program said yesterday that the purchases complied with U.S. law.,oil firms say iraqi purchases were legal || two large american oil companies that received profitable vouchers to buy iraqi oil under the united nations' oil-for-food program said yesterday that the purchases complied with u.s. law.
sebelum_cleaning,label_conflict,AGN-TRAIN-112702,3,business,PayPal and Apple iTunes link-up,Payment system Paypal announces a tie-up with Apple's iTunes as it continues to secure new business with online retailers.,paypal and apple itunes link-up || payment system paypal announces a tie-up with apple's itunes as it continues to secure new business with online retailers.
sebelum_cleaning,label_conflict,AGN-TRAIN-112771,4,sci_tech,Paypal and Apple iTunes link-up,Payment system Paypal announces a tie-up with Apple's iTunes as it continues to secure new business with online retailers.,paypal and apple itunes link-up || payment system paypal announces a tie-up with apple's itunes as it continues to secure new business with online retailers.
sebelum_cleaning,label_conflict,AGN-TRAIN-045579,3,business,Research in Motion 2Q Profit Soars,"Research In Motion Ltd., which makes the BlackBerry handheld device and other mobile products, on Thursday said its second-quarter profit rose significantly on improved sales.","research in motion 2q profit soars || research in motion ltd., which makes the blackberry handheld device and other mobile products, on thursday said its second-quarter profit rose significantly on improved sales."
sebelum_cleaning,label_conflict,AGN-TRAIN-045708,4,sci_tech,Research In Motion 2Q Profit Soars,"Research In Motion Ltd., which makes the BlackBerry handheld device and other mobile products, on Thursday said its second-quarter profit rose significantly on improved sales.","research in motion 2q profit soars || research in motion ltd., which makes the blackberry handheld device and other mobile products, on thursday said its second-quarter profit rose significantly on improved sales."
sebelum_cleaning,label_conflict,AGN-TRAIN-004613,3,business,Update 4: Two Firms Cleared of Swapping Violations,"In a judicial blow to the entertainment industry, a federal appeals court ruled that makers of two leading file-sharing programs are not legally liable for the songs, movies and other copyright works their users swap online.","update 4: two firms cleared of swapping violations || in a judicial blow to the entertainment industry, a federal appeals court ruled that makers of two leading file-sharing programs are not legally liable for the songs, movies and other copyright works their users swap online."
sebelum_cleaning,label_conflict,AGN-TRAIN-005972,4,sci_tech,Update 4: Two Firms Cleared of Swapping Violations,"In a judicial blow to the entertainment industry, a federal appeals court ruled that makers of two leading file-sharing programs are not legally liable for the songs, movies and other copyright works their users swap online.","update 4: two firms cleared of swapping violations || in a judicial blow to the entertainment industry, a federal appeals court ruled that makers of two leading file-sharing programs are not legally liable for the songs, movies and other copyright works their users swap online."
sebelum_cleaning,label_conflict,AGN-TRAIN-096518,1,world,WTO Negotiators Finish Week of Farm Talks,"Negotiators at the World Trade Organization completed weeklong farm talks Friday, part of discussions on ways to reach a wider-ranging liberalization accord by the end of 2005.","wto negotiators finish week of farm talks || negotiators at the world trade organization completed weeklong farm talks friday, part of discussions on ways to reach a wider-ranging liberalization accord by the end of 2005."
sebelum_cleaning,label_conflict,AGN-TRAIN-097766,3,business,WTO negotiators finish week of farm talks,"Negotiators at the World Trade Organization completed weeklong farm talks Friday, part of discussions on ways to reach a wider-ranging liberalization accord by the end of 2005.","wto negotiators finish week of farm talks || negotiators at the world trade organization completed weeklong farm talks friday, part of discussions on ways to reach a wider-ranging liberalization accord by the end of 2005."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-042967,1,world,'American Taliban' Seeks Commuted Sentence,"SAN FRANCISCO - John Walker Lindh asked President Bush on Tuesday to commute his 20-year prison sentence for aiding the Taliban. His lawyer, James Brosnahan, said that Lindh was fighting alongside the Taliban in a civil war against the Northern Alliance, that he is not a terrorist and that he never fought against U.S...","'american taliban' seeks commuted sentence || san francisco - john walker lindh asked president bush on tuesday to commute his 20-year prison sentence for aiding the taliban. his lawyer, james brosnahan, said that lindh was fighting alongside the taliban in a civil war against the northern alliance, that he is not a terrorist and that he never fought against u.s..."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-043232,1,world,'American Taliban' Seeks Commuted Sentence,"SAN FRANCISCO - John Walker Lindh asked President Bush on Tuesday to commute his 20-year prison sentence for aiding the Taliban. His lawyer, James Brosnahan, said that Lindh was fighting alongside the Taliban in a civil war against the Northern Alliance, that he is not a terrorist and that he never fought against U.S...","'american taliban' seeks commuted sentence || san francisco - john walker lindh asked president bush on tuesday to commute his 20-year prison sentence for aiding the taliban. his lawyer, james brosnahan, said that lindh was fighting alongside the taliban in a civil war against the northern alliance, that he is not a terrorist and that he never fought against u.s..."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-005315,4,sci_tech,'Doom 3' Game Unlikely for Xbox This Year - Id CEO (Reuters),"Reuters - The Xbox version of ""Doom 3,"" the\long-awaited PC video game recently released to wide acclaim,\is not likely to be released in 2004 dealing a blow to\enthusiastic game players who are anxiously awaiting it.","'doom 3' game unlikely for xbox this year - id ceo (reuters) || reuters - the xbox version of ""doom 3,"" the\long-awaited pc video game recently released to wide acclaim,\is not likely to be released in 2004 dealing a blow to\enthusiastic game players who are anxiously awaiting it."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-005425,4,sci_tech,'Doom 3' Game Unlikely for Xbox This Year - id CEO (Reuters),"Reuters - The Xbox version of ""Doom 3,"" the\long-awaited PC video game recently released to wide acclaim,\is not likely to be released in 2004 dealing a blow to\enthusiastic game players who are anxiously awaiting it.","'doom 3' game unlikely for xbox this year - id ceo (reuters) || reuters - the xbox version of ""doom 3,"" the\long-awaited pc video game recently released to wide acclaim,\is not likely to be released in 2004 dealing a blow to\enthusiastic game players who are anxiously awaiting it."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-005323,4,sci_tech,'Doom 3' Game Unlikely for Xbox This Year - Id CEO,"NEW YORK (Reuters) - The Xbox version of ""Doom 3,"" the long-awaited PC video game recently released to wide acclaim, is not likely to be released in 2004 dealing a blow to enthusiastic game players who are anxiously awaiting it.","'doom 3' game unlikely for xbox this year - id ceo || new york (reuters) - the xbox version of ""doom 3,"" the long-awaited pc video game recently released to wide acclaim, is not likely to be released in 2004 dealing a blow to enthusiastic game players who are anxiously awaiting it."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-005424,4,sci_tech,'Doom 3' Game Unlikely for Xbox This Year - id CEO,"NEW YORK (Reuters) - The Xbox version of ""Doom 3,"" the long-awaited PC video game recently released to wide acclaim, is not likely to be released in 2004 dealing a blow to enthusiastic game players who are anxiously awaiting it.","'doom 3' game unlikely for xbox this year - id ceo || new york (reuters) - the xbox version of ""doom 3,"" the long-awaited pc video game recently released to wide acclaim, is not likely to be released in 2004 dealing a blow to enthusiastic game players who are anxiously awaiting it."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-003789,4,sci_tech,'E-Junk' Recycling Still in Its Infancy (AP),"AP - When Office Depot, Inc. stores ran an electronics recycling drive last summer that accepted everything from cell phones to televisions, some stores were overwhelmed by the amount of e-trash they received.","'e-junk' recycling still in its infancy (ap) || ap - when office depot, inc. stores ran an electronics recycling drive last summer that accepted everything from cell phones to televisions, some stores were overwhelmed by the amount of e-trash they received."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-061450,4,sci_tech,'e-Junk' Recycling Still in Its Infancy (AP),"AP - When Office Depot, Inc. stores ran an electronics recycling drive last summer that accepted everything from cell phones to televisions, some stores were overwhelmed by the amount of e-trash they received.","'e-junk' recycling still in its infancy (ap) || ap - when office depot, inc. stores ran an electronics recycling drive last summer that accepted everything from cell phones to televisions, some stores were overwhelmed by the amount of e-trash they received."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-071810,4,sci_tech,'Grand Theft Auto' Seen Breaking Games Sales Record,"NEW YORK (Reuters) - When the violent video game ""Grand Theft Auto: San Andreas"" hits stores on Tuesday, its sales could eclipse Hollywood's most successful films, even as it draws the ire of critics.","'grand theft auto' seen breaking games sales record || new york (reuters) - when the violent video game ""grand theft auto: san andreas"" hits stores on tuesday, its sales could eclipse hollywood's most successful films, even as it draws the ire of critics."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-071815,4,sci_tech,'Grand Theft Auto' Seen Breaking Games Sales Record,"NEW YORK (Reuters) - When the violent video game ""Grand Theft Auto: San Andreas"" hits stores on Tuesday, its sales could eclipse Hollywood's most successful films, even as it draws the ire of critics.","'grand theft auto' seen breaking games sales record || new york (reuters) - when the violent video game ""grand theft auto: san andreas"" hits stores on tuesday, its sales could eclipse hollywood's most successful films, even as it draws the ire of critics."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-107417,3,business,3 Former KMart Execs Charged with Fraud,WASHINGTON (Reuters) - Three former Kmart executives and representatives of several major vendors were charged on Thursday with fraudulently accounting for \$24 million of profit before the retailer filed for bankruptcy in 2002.,3 former kmart execs charged with fraud || washington (reuters) - three former kmart executives and representatives of several major vendors were charged on thursday with fraudulently accounting for \$24 million of profit before the retailer filed for bankruptcy in 2002.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-107523,3,business,3 Former Kmart Execs Charged with Fraud,WASHINGTON (Reuters) - Three former Kmart executives and representatives of several major vendors were charged on Thursday with fraudulently accounting for \$24 million of profit before the retailer filed for bankruptcy in 2002.,3 former kmart execs charged with fraud || washington (reuters) - three former kmart executives and representatives of several major vendors were charged on thursday with fraudulently accounting for \$24 million of profit before the retailer filed for bankruptcy in 2002.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-083990,4,sci_tech,8 eBay Sellers Admit to Phony Bids (AP),"AP - Eight eBay sellers were ordered to pay nearly #36;90,000 in restitution and fines after admitting they bid up products online to inflate the prices.","8 ebay sellers admit to phony bids (ap) || ap - eight ebay sellers were ordered to pay nearly #36;90,000 in restitution and fines after admitting they bid up products online to inflate the prices."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-084756,4,sci_tech,8 EBay Sellers Admit to Phony Bids (AP),"AP - Eight eBay sellers were ordered to pay nearly #36;90,000 in restitution and fines after admitting they bid up products online to inflate the prices.","8 ebay sellers admit to phony bids (ap) || ap - eight ebay sellers were ordered to pay nearly #36;90,000 in restitution and fines after admitting they bid up products online to inflate the prices."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-076740,2,sports,Agassi advances,Andre Agassi advanced to the quarter-finals of the Stockholm Open with a comfortable 6-3 6-4 victory over 1997 champion Jonas Bjorkman of Sweden.,agassi advances || andre agassi advanced to the quarter-finals of the stockholm open with a comfortable 6-3 6-4 victory over 1997 champion jonas bjorkman of sweden.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-076999,2,sports,AGASSI ADVANCES,Andre Agassi advanced to the quarter-finals of the Stockholm Open with a comfortable 6-3 6-4 victory over 1997 champion Jonas Bjorkman of Sweden.,agassi advances || andre agassi advanced to the quarter-finals of the stockholm open with a comfortable 6-3 6-4 victory over 1997 champion jonas bjorkman of sweden.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-044279,4,sci_tech,Agere Adjusts for Soft Demand,"Facing soft demand from major customers, semiconductor and software specialist Agere Systems said it will lay off 500 people and close three facilities to cut costs.","agere adjusts for soft demand || facing soft demand from major customers, semiconductor and software specialist agere systems said it will lay off 500 people and close three facilities to cut costs."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-044638,4,sci_tech,Agere Adjusts For Soft Demand,"Facing soft demand from major customers, semiconductor and software specialist Agere Systems said it will lay off 500 people and close three facilities to cut costs.","agere adjusts for soft demand || facing soft demand from major customers, semiconductor and software specialist agere systems said it will lay off 500 people and close three facilities to cut costs."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-005485,3,business,Airways pilots extend talks,"Pilots for US Airways are continuing to negotiate this weekend over the Arlington airline #39;s demand for a 16.5 percent pay cut, despite a warning from management that negotiations should have concluded yesterday.","airways pilots extend talks || pilots for us airways are continuing to negotiate this weekend over the arlington airline #39;s demand for a 16.5 percent pay cut, despite a warning from management that negotiations should have concluded yesterday."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-005909,3,business,Airways pilots extend talks,"Pilots for US Airways are continuing to negotiate this weekend over the Arlington airline #39;s demand for a 16.5 percent pay cut, despite a warning from management that negotiations should have concluded yesterday.","airways pilots extend talks || pilots for us airways are continuing to negotiate this weekend over the arlington airline #39;s demand for a 16.5 percent pay cut, despite a warning from management that negotiations should have concluded yesterday."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-003513,2,sports,AL Wrap: Santana Solid on Mound as Twins Beat Yankees,"NEW YORK (Reuters) - Johan Santana pitched seven strong innings to win his fifth straight start and Shannon Stewart homered, had three hits and two RBI to lead the Minnesota Twins to a 7-2 home win over the New York Yankees.","al wrap: santana solid on mound as twins beat yankees || new york (reuters) - johan santana pitched seven strong innings to win his fifth straight start and shannon stewart homered, had three hits and two rbi to lead the minnesota twins to a 7-2 home win over the new york yankees."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-003551,2,sports,AL Wrap: Santana Solid on Mound as Twins Beat Yankees,"NEW YORK (Reuters) - Johan Santana pitched seven strong innings to win his fifth straight start and Shannon Stewart homered, had three hits and two RBI to lead the Minnesota Twins to a 7-2 home win over the New York Yankees.","al wrap: santana solid on mound as twins beat yankees || new york (reuters) - johan santana pitched seven strong innings to win his fifth straight start and shannon stewart homered, had three hits and two rbi to lead the minnesota twins to a 7-2 home win over the new york yankees."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-039463,1,world,Al-Qaida Aims to Disrupt Afghan Elections,"KABUL, Afghanistan - U.S.-led forces trying to protect landmark Afghan elections face a rising wave of violence from about 2,000 insurgents, including al-Qaida militants slipping in from Pakistan, an American general said Saturday. In the latest bloodshed, Afghan police said suspected Taliban gunmen killed nine militia soldiers in two attacks on checkpoints in a troubled southern province...","al-qaida aims to disrupt afghan elections || kabul, afghanistan - u.s.-led forces trying to protect landmark afghan elections face a rising wave of violence from about 2,000 insurgents, including al-qaida militants slipping in from pakistan, an american general said saturday. in the latest bloodshed, afghan police said suspected taliban gunmen killed nine militia soldiers in two attacks on checkpoints in a troubled southern province..."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-039719,1,world,al-Qaida Aims to Disrupt Afghan Elections,"KABUL, Afghanistan - U.S.-led forces trying to protect landmark Afghan elections face a rising wave of violence from about 2,000 insurgents, including al-Qaida militants slipping in from Pakistan, an American general said Saturday. In the latest bloodshed, Afghan police said suspected Taliban gunmen killed nine militia soldiers in two attacks on checkpoints in a troubled southern province...","al-qaida aims to disrupt afghan elections || kabul, afghanistan - u.s.-led forces trying to protect landmark afghan elections face a rising wave of violence from about 2,000 insurgents, including al-qaida militants slipping in from pakistan, an american general said saturday. in the latest bloodshed, afghan police said suspected taliban gunmen killed nine militia soldiers in two attacks on checkpoints in a troubled southern province..."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-067916,4,sci_tech,Ancient Baby Bird Fossil Found in China,"The fossil of what may be one of the earliest baby birds has been found in northeast China. The fossil, estimated at 121 million years old, is curled up as though still in its shell.","ancient baby bird fossil found in china || the fossil of what may be one of the earliest baby birds has been found in northeast china. the fossil, estimated at 121 million years old, is curled up as though still in its shell."
